Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
paseo villas hoa,64,0,90,4,0.00,informational,https://www.mexicolife.com/villa-magna-condos-for-sale.php,0,0,0.00,0.06,206000,"[64,29,29,100,41,52,41,82,52,41,41,52]",2026-04-14,Organic,,
riviera nayarit,0,2,5400,37,1.24,informational,https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.19,5550000,"[54,44,36,29,24,29,44,36,29,29,29,36]",2026-04-16,Things to know,,
bucarias,20,15,40,12,1.21,informational,https://www.mexicolife.com/living-in-bucerias-mexico.php,0,0,0.00,0.09,1250000,"[0,1,0,1,0,8,1,0,0,0,0,0]",2026-04-16,Organic,,
san pancho mexico real estate,30,33,390,12,0.11,commercial,https://www.mexicolife.com/san-pancho-mls/300000-400000/,0,0,0.00,0.27,621000,"[100,81,100,66,66,66,66,66,54,54,66,66]",2026-04-15,Organic,,People also ask
san pancho mexico real estate,66,99,390,12,0.11,commercial,https://www.mexicolife.com/san-pancho-mls/over-1000000/,0,0,0.00,0.27,621000,"[100,81,100,66,66,66,66,66,54,54,66,66]",2026-04-15,Organic,,People also ask
san pancho mexico real estate,97,0,390,12,0.11,commercial,https://www.mexicolife.com/san-pancho-homes-for-sale.php,0,0,0.00,0.27,621000,"[100,81,100,66,66,66,66,66,54,54,66,66]",2026-04-15,Organic,,
mexico real estate,3,0,2900,38,0.31,"commercial, informational",https://www.mexicolife.com/blog/mexico-real-estate-closing-costs.html,0,0,0.00,0.2,336000000,"[81,66,53,53,53,53,53,44,44,35,29,35]",2026-04-16,Things to know,,
mexico real estate,16,20,2900,38,0.31,"commercial, informational",https://www.mexicolife.com/,0,0.09,1.00,0.2,336000000,"[81,66,53,53,53,53,53,44,44,35,29,35]",2026-04-16,Organic,,AI overview
property in mexico,0,43,1300,31,0.36,commercial,https://www.mexicolife.com/,0,0,0.00,0.23,598000000,"[54,100,79,54,30,41,54,66,41,54,41,24]",2026-04-19,Organic,,
beachfront homes for sale in mexico,0,68,110,17,0.42,transactional,https://www.mexicolife.com/bucerias-homes-for-sale.php,0,0,0.00,0.52,2490000,"[42,53,42,42,26,42,34,53,42,42,26,26]",2026-04-19,Organic,,
nayarit all inclusive,0,2,70,24,1.41,commercial,https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.99,4300000,"[42,34,26,26,26,11,11,34,15,26,34,26]",2026-04-19,People also ask,,
real del mar mexico,20,31,170,8,1.37,informational,https://www.mexicolife.com/real-del-mar-for-sale-la-cruz.php,0,0,0.00,0.28,439000000,"[53,43,53,53,43,35,43,53,35,35,66,53]",2026-04-19,Organic,,Short videos
roi calculator on rental property,96,35,70,24,0.82,commercial,https://www.mexicolife.com/profit-loss-calculator.php,0,0,0.00,0.43,2950000,"[2,4,2,8,100,0,14,2,2,2,43,2]",2026-04-17,Organic,,People also ask
casas en venta en nuevo vallarta,0,60,90,1,0.00,commercial,https://www.mexicolife.com/nuevo-vallarta-homes-for-sale.php,0,0,0.00,0.04,4750000,"[50,78,64,64,78,64,64,64,64,50,50,50]",2026-04-16,Organic,,
casas en venta en nuevo vallarta,0,96,90,1,0.00,commercial,https://www.mexicolife.com/nuevo-vallarta-condos-for-sale.php,0,0,0.00,0.04,4750000,"[50,78,64,64,78,64,64,64,64,50,50,50]",2026-04-16,Organic,,
veloa puerto vallarta,30,0,70,0,1.27,"commercial, informational",https://www.mexicolife.com/puerto-vallarta-condos-for-sale-zona-romantica.php,0,0,0.00,0.69,16300,"[100,64,64,52,41,41,52,29,23,23,52,11]",2026-04-14,Organic,,
veloa puerto vallarta,73,82,70,0,1.27,"commercial, informational",https://www.mexicolife.com/velas-vallarta-marina-for-sale.php,0,0,0.00,0.69,16300,"[100,64,64,52,41,41,52,29,23,23,52,11]",2026-04-14,Organic,,"Video Carousel, People also ask"
veloa puerto vallarta,91,0,70,0,1.27,"commercial, informational",https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.69,16300,"[100,64,64,52,41,41,52,29,23,23,52,11]",2026-04-14,Organic,,
penthouses en venta,72,0,40,5,1.12,commercial,https://www.mexicolife.com/puerto-vallarta-penthouse-condos-for-sale.php,0,0,0.00,0.18,6980000,"[100,14,21,14,14,28,21,21,28,14,21,14]",2026-04-16,Organic,,
buy land in mexico,0,20,260,15,0.53,transactional,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.23,392000000,"[35,54,100,35,28,35,66,35,54,35,28,23]",2026-04-19,Organic,,
vallarta attractions,0,54,8100,14,0.48,informational,https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.79,193,"[81,54,54,44,44,36,0,1,10,24,0,1]",2026-04-18,Organic,,
average house in mexico,0,39,170,17,0.00,informational,https://www.mexicolife.com/mexico-mortgage-calculator.php,0,0,0.00,0,234000000,"[65,80,65,100,80,65,65,42,42,80,100,80]",2026-04-14,Organic,,
indah by sayan photos,10,8,40,13,0.00,informational,https://www.mexicolife.com/puerto-vallarta-amapas-indah.php,0,0,0.00,0.1,103,"[100,35,50,21,50,7,0,0,7,7,7,0]",2026-04-17,Organic,,
nuevo vallarta nayarit,52,0,110,20,1.42,informational,https://www.mexicolife.com/nuevo-vallarta-condos-for-sale.php,0,0,0.00,0.17,8550000,"[53,42,42,42,34,42,65,42,34,42,42,53]",2026-04-19,Organic,,
nuevo vallarta nayarit,83,0,110,20,1.42,informational,https://www.mexicolife.com/nuevo-vallarta-real-estate.php,0,0,0.00,0.17,8550000,"[53,42,42,42,34,42,65,42,34,42,42,53]",2026-04-19,Organic,,
riviera nayarit nuevo vallarta nayarit,75,0,30,21,2.44,"informational, transactional",https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.46,1770000,"[18,63,36,18,18,18,18,18,18,18,18,18]",2026-04-18,Organic,,
nuevo vallarta condos for sale,0,10,70,0,0.11,transactional,https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.34,245000,"[23,42,33,52,23,33,42,42,42,23,19,23]",2026-04-16,People also ask,,
nuevo vallarta condos for sale,0,58,70,0,0.11,transactional,https://www.mexicolife.com/quinta-del-mar-for-sale.php,0,0,0.00,0.34,245000,"[23,42,33,52,23,33,42,42,42,23,19,23]",2026-04-16,Organic,,
nuevo vallarta condos for sale,0,77,70,0,0.11,transactional,https://www.mexicolife.com/nuevo-vallarta-oceanside-villa-magna.php,0,0,0.00,0.34,245000,"[23,42,33,52,23,33,42,42,42,23,19,23]",2026-04-16,Organic,,
nuevo vallarta condos for sale,0,90,70,0,0.11,transactional,https://www.mexicolife.com/nuevo-vallarta-real-estate.php,0,0,0.00,0.34,245000,"[23,42,33,52,23,33,42,42,42,23,19,23]",2026-04-16,Organic,,
nuevo vallarta condos for sale,0,96,70,0,0.11,transactional,https://www.mexicolife.com/el-tigre-nuevo-vallarta-real-estate.php,0,0,0.00,0.34,245000,"[23,42,33,52,23,33,42,42,42,23,19,23]",2026-04-16,Organic,,
nuevo vallarta condos for sale,17,0,70,0,0.11,transactional,https://www.mexicolife.com/playa-royale-condos-for-sale.php,0,0,0.00,0.31,227000,"[42,33,52,23,33,42,42,42,23,19,23,19]",2026-04-17,Organic,,
nuevo vallarta condos for sale,40,0,70,0,0.11,transactional,https://www.mexicolife.com/villa-magna-condos-for-sale.php,0,0,0.00,0.31,227000,"[42,33,52,23,33,42,42,42,23,19,23,19]",2026-04-17,Organic,,
nuevo vallarta condos for sale,56,22,70,0,0.11,transactional,https://www.mexicolife.com/nuevo-vallarta-oceanside-314-living.php,0,0,0.00,0.31,227000,"[42,33,52,23,33,42,42,42,23,19,23,19]",2026-04-17,Organic,,People also ask
nuevo vallarta condos for sale,78,12,70,0,0.11,transactional,https://www.mexicolife.com/nuevo-vallarta-el-tigre-green-bay.php,0,0,0.00,0.31,227000,"[42,33,52,23,33,42,42,42,23,19,23,19]",2026-04-17,Organic,,People also ask
nuevo vallarta condos for sale,89,65,70,0,0.11,transactional,https://www.mexicolife.com/nuevo-vallarta-paradise-village-luma.php,0,0,0.00,0.31,227000,"[42,33,52,23,33,42,42,42,23,19,23,19]",2026-04-17,Organic,,People also ask
la sierra madre,0,33,140,48,0.00,"informational, transactional",https://www.mexicolife.com/sierra-madre.php,0,0,0.00,0,77800000,"[34,43,28,34,43,53,34,43,53,53,53,43]",2026-04-15,Organic,,
property for sale in puerto vallarta mexico,0,45,110,20,0.13,transactional,https://www.mexicolife.com/pool/100000-200000/,0,0,0.00,0.42,4240000,"[3,5,4,5,3,4,4,4,3,3,2,2]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,0,66,110,20,0.13,transactional,https://www.mexicolife.com/discover-your-dream-home-el-centro-puerto-vallarta-for-sale.php,0,0,0.00,0.42,4240000,"[3,5,4,5,3,4,4,4,3,3,2,2]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,37,17,110,17,0.17,transactional,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,58,35,110,17,0.17,transactional,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,69,0,110,17,0.17,transactional,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,80,0,110,17,0.17,transactional,https://www.mexicolife.com/,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,89,0,110,17,0.17,transactional,https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,94,0,110,17,0.17,transactional,https://www.mexicolife.com/nuevo-vallarta-real-estate.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,96,0,110,17,0.17,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
property for sale in puerto vallarta mexico,97,0,110,17,0.17,transactional,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0.44,112,"[5,4,5,3,4,4,4,3,3,2,2,3]",2026-04-18,Organic,,
soho pv,34,0,390,24,1.43,informational,https://www.mexicolife.com/puerto-vallarta-centro-south-sohopv.php?p=2,0,0,0.00,0.25,991000,"[39,48,59,39,39,39,39,39,21,39,48,48]",2026-04-19,Organic,,
soho pv,82,0,390,24,1.43,informational,https://www.mexicolife.com/puerto-vallarta-hotel-zone-zoho-skies.php,0,0,0.00,0.25,991000,"[39,48,59,39,39,39,39,39,21,39,48,48]",2026-04-19,Organic,,
house in puerto vallarta,0,14,50,9,0.36,commercial,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.35,21500000,"[5,5,12,5,7,5,7,100,7,7,0,2]",2026-04-17,Organic,,
house in puerto vallarta,0,62,50,9,0.36,commercial,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.35,21500000,"[5,5,12,5,7,5,7,100,7,7,0,2]",2026-04-17,Organic,,
house in puerto vallarta,15,0,50,12,0.32,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.36,16400000,"[5,12,5,7,5,7,100,7,7,0,2,7]",2026-04-18,Organic,,
house in puerto vallarta,63,0,50,12,0.32,commercial,https://www.mexicolife.com/,0,0,0.00,0.36,16400000,"[5,12,5,7,5,7,100,7,7,0,2,7]",2026-04-18,Organic,,
house in puerto vallarta,73,0,50,12,0.32,commercial,https://www.mexicolife.com/pool.php,0,0,0.00,0.36,16400000,"[5,12,5,7,5,7,100,7,7,0,2,7]",2026-04-18,Organic,,
beachfront hotel in puerto vallarta,96,0,40,20,0.00,transactional,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0,1790000,"[71,42,28,14,14,14,42,71,71,100,71,57]",2026-04-14,Organic,,
bucerias condos for sale,0,27,90,1,0.23,transactional,https://www.mexicolife.com/las-villas-bucerias-condos-for-sale.php,0,0,0.00,0.37,106000,"[52,100,64,82,41,64,41,41,41,29,29,41]",2026-04-14,Organic,,
bucerias condos for sale,0,91,90,1,0.23,transactional,https://www.mexicolife.com/v-bucerias-condos.php,0,0,0.00,0.37,106000,"[52,100,64,82,41,64,41,41,41,29,29,41]",2026-04-14,Organic,,
bucerias condos for sale,0,93,90,1,0.23,transactional,https://www.mexicolife.com/nayri-ocean-bucerias-for-sale.php,0,0,0.00,0.37,106000,"[52,100,64,82,41,64,41,41,41,29,29,41]",2026-04-14,Organic,,
bucerias condos for sale,6,7,90,0,0.17,transactional,https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0.02,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,People also ask,,
bucerias condos for sale,14,0,90,0,0.17,transactional,https://www.mexicolife.com/life-bucerias-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,44,0,90,0,0.17,transactional,https://www.mexicolife.com/diagonal-bucerias-condos-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,69,42,90,0,0.17,transactional,https://www.mexicolife.com/mar-azul-bucerias-condos-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,76,9,90,0,0.17,transactional,https://www.mexicolife.com/bucerias-mls.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,83,84,90,0,0.17,transactional,https://www.mexicolife.com/bucerias-grand-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,86,96,90,0,0.17,transactional,https://www.mexicolife.com/vista-bucerias-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,89,0,90,0,0.17,transactional,https://www.mexicolife.com/punta-plata-bucerias-condos-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,90,0,90,0,0.17,transactional,https://www.mexicolife.com/boracay-bucerias-condos-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,92,0,90,0,0.17,transactional,https://www.mexicolife.com/bucerias-condos-for-sale/100000-200000/,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,94,0,90,0,0.17,transactional,https://www.mexicolife.com/bucerias-condos-for-sale/400000-500000/,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,97,98,90,0,0.17,transactional,https://www.mexicolife.com/casa-del-mar-bucerias-for-sale.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
bucerias condos for sale,99,53,90,0,0.17,transactional,https://www.mexicolife.com/bucerias-zona-dorada-pavilion-bucerias.php,0,0,0.00,0.36,85000,"[100,64,82,41,64,41,41,41,29,29,41,41]",2026-04-14,Organic,,
condo in boracay for sale,26,16,70,3,0.03,transactional,https://www.mexicolife.com/boracay-bucerias-condos-for-sale.php,0,0,0.00,0.02,371000,"[52,41,17,41,52,64,100,52,41,52,29,5]",2026-04-15,Organic,,People also ask
gated community mexico,20,14,30,1,1.06,commercial,https://www.mexicolife.com/gated-communities/300000-400000/,0,0,0.00,0.18,9350000,"[77,77,22,22,22,22,33,22,22,22,22,22]",2026-04-20,Organic,Video Carousel,People also ask
mexico houses for sale in guadalajara,15,13,90,4,0.03,transactional,https://www.mexicolife.com/guadalajara.php,0,0,0.00,0.03,2490000,"[1,0,0,0,0,0,1,1,0,0,100,0]",2026-04-15,Organic,,People also ask
oasis at rivera cuale,0,21,50,0,0.00,informational,https://www.mexicolife.com/oasis-riviera-cuale-puerto-vallarta/400000-500000/,0,0,0.00,0.07,4290,"[63,63,63,63,45,63,36,36,27,27,18,18]",2026-04-15,Organic,,
oasis at rivera cuale,5,6,40,2,0.94,informational,https://www.mexicolife.com/oasis-riviera-cuale-puerto-vallarta.php,0,0.02,0.00,0.11,4230,"[63,63,63,45,63,36,36,27,27,18,18,18]",2026-04-15,Organic,,People also ask
zona dorada,20,0,170,31,0.80,informational,https://www.mexicolife.com/zona-dorada-real-estate.php,0,0,0.00,0.1,59100000,"[10,55,8,4,4,4,8,6,5,5,1,6]",2026-04-15,Organic,,
homes for sale puerto vallarta,0,4,1000,22,0.21,transactional,https://www.mexicolife.com/puerto-vallarta-real-estate-a-buyers-guide.php,0,0,0.00,0.36,1590000,"[66,44,27,24,24,24,36,24,20,16,10,8]",2026-04-15,People also ask,,
homes for sale puerto vallarta,34,29,880,17,0.19,transactional,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.36,106,"[44,27,24,24,24,36,24,20,16,10,8,10]",2026-04-15,Organic,,People also ask
homes for sale puerto vallarta,44,0,880,17,0.19,transactional,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.36,106,"[44,27,24,24,24,36,24,20,16,10,8,10]",2026-04-15,Organic,,
homes for sale puerto vallarta,53,0,880,17,0.19,transactional,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.36,106,"[44,27,24,24,24,36,24,20,16,10,8,10]",2026-04-15,Organic,,
homes for sale puerto vallarta,58,0,880,17,0.19,transactional,https://www.mexicolife.com/,0,0,0.00,0.36,106,"[44,27,24,24,24,36,24,20,16,10,8,10]",2026-04-15,Organic,,
homes for sale puerto vallarta,65,91,880,17,0.19,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.36,106,"[44,27,24,24,24,36,24,20,16,10,8,10]",2026-04-15,Organic,,People also ask
seibal,0,16,40,27,0.00,informational,https://www.mexicolife.com/nuevo-vallarta-mayan-palace-seibal.php,0,0,0.00,0.33,51900,"[7,42,7,7,11,15,7,7,7,7,42,7]",2026-04-18,Organic,,
property for sale in boracay,0,62,70,0,0.00,transactional,https://www.mexicolife.com/boracay-bucerias-condos-for-sale.php,0,0,0.00,0.01,1180000,"[63,45,100,45,0,100,45,63,63,45,45,63]",2026-04-16,Organic,,
oceanfront property,42,38,320,53,0.61,"informational, transactional",https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.17,19200000,"[20,16,20,16,16,20,24,24,24,20,36,20]",2026-04-14,Organic,,Short videos
nuevo vallarta,0,67,12100,20,0.87,informational,https://www.mexicolife.com/nuevo-vallarta-real-estate.php,0,0,0.00,0.09,39600000,"[66,66,54,44,44,44,54,44,36,36,29,44]",2026-04-16,Organic,,
homes for sale in ensenada mexico,0,5,720,3,0.14,transactional,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.04,696000,"[48,100,88,72,59,88,88,100,72,72,72,48]",2026-04-19,People also ask,,
tropicasa realty puerto vallarta mexico,0,53,70,11,0.00,"informational, transactional",https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.01,68900,"[81,81,63,27,45,63,45,63,45,45,45,63]",2026-04-17,Organic,,
nayarit state,56,0,90,41,0.00,informational,https://www.mexicolife.com/nayarit.php,0,0,0.00,0.01,7250000,"[26,26,42,26,34,26,34,26,42,34,42,34]",2026-04-16,Organic,,
mortgage financing in mexico,64,43,140,18,2.38,"commercial, informational",https://www.mexicolife.com/mexico-mortgage-calculator.php,0,0,0.00,0.27,13900000,"[53,65,65,65,65,53,42,34,34,42,19,26]",2026-04-15,Organic,,People also ask
oceans 735,0,31,50,21,0.70,commercial,https://www.mexicolife.com/listing/29296-735-carretera-barra-de-navidad-8-oceans-735-south-shore-puerto-vallarta-condos-for-sale/,0,0,0.00,0.2,20200000,"[11,0,0,11,0,0,0,64,64,11,100,64]",2026-04-17,Organic,,
buy house puerto vallarta,0,17,50,17,0.21,transactional,https://www.mexicolife.com/pool.php,0,0,0.00,0.36,34400000,"[0,0,0,1,0,1,0,100,0,0,0,0]",2026-04-18,Organic,,
buy house puerto vallarta,0,54,50,17,0.21,transactional,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.36,34400000,"[0,0,0,1,0,1,0,100,0,0,0,0]",2026-04-18,Organic,,
buy house puerto vallarta,33,86,50,16,0.19,transactional,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.36,14600000,"[0,0,1,0,1,0,100,0,0,0,0,0]",2026-04-18,Organic,,People also ask
buy house puerto vallarta,55,30,50,16,0.19,transactional,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.36,14600000,"[0,0,1,0,1,0,100,0,0,0,0,0]",2026-04-18,Organic,,People also ask
buy house puerto vallarta,78,0,50,16,0.19,transactional,https://www.mexicolife.com/,0,0,0.00,0.36,14600000,"[0,0,1,0,1,0,100,0,0,0,0,0]",2026-04-18,Organic,,
punta mita properties,15,9,90,18,3.02,navigational,https://www.mexicolife.com/punta-de-mita-real-estate.php,0,0,0.00,0.26,640000,"[100,28,28,12,15,9,28,15,21,21,28,21]",2026-04-14,Organic,,
vallarta marina,31,0,40,24,1.23,informational,https://www.mexicolife.com/marina-vallarta-condos-for-sale.php,0,0,0.00,0.15,9250000,"[0,1,1,0,0,81,0,0,0,1,0,1]",2026-04-16,Organic,,
vallarta marina,63,41,40,24,1.23,informational,https://www.mexicolife.com/puerto-vallarta-marina-v-marina.php,0,0,0.00,0.15,9250000,"[0,1,1,0,0,81,0,0,0,1,0,1]",2026-04-16,Organic,,People also ask
house for sale tulum mexico,0,4,140,3,0.40,transactional,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.5,9060000,"[11,18,15,81,100,5,8,18,8,15,18,11]",2026-04-19,People also ask,,
villa magna nuevo vallarta,0,9,50,5,1.45,"informational, transactional",https://www.mexicolife.com/nuevo-vallarta-oceanside-villa-magna.php,0,0,0.00,0.56,212000,"[28,28,7,12,5,5,5,12,17,5,10,10]",2026-04-15,Image pack,,
villa magna nuevo vallarta,0,20,50,5,1.45,"informational, transactional",https://www.mexicolife.com/nuevo-vallarta-oceanside-villa-magna/over-1000000/,0,0,0.00,0.56,212000,"[28,28,7,12,5,5,5,12,17,5,10,10]",2026-04-15,Organic,,
villa magna nuevo vallarta,22,0,40,9,2.15,informational,https://www.mexicolife.com/nuevo-vallarta-oceanside-villa-magna/700000-800000/,0,0,0.00,0.66,173000,"[28,7,12,5,5,5,12,17,5,10,10,5]",2026-04-15,Organic,,
where is nayarit located,57,50,210,19,0.00,informational,https://www.mexicolife.com/nayarit.php,0,0,0.00,0,3310000,"[43,35,28,43,82,100,53,35,66,43,43,43]",2026-04-17,Organic,,"Image pack, Video Carousel, People also ask"
morelia mexico homes for sale,81,0,40,1,0.00,transactional,https://www.mexicolife.com/,0,0,0.00,0,316000,"[0,0,0,5,0,2,1,0,5,3,2,5]",2026-04-14,Organic,,
what is puerto vallarta known for,83,0,210,4,0.19,informational,https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.12,74400000,"[35,29,54,54,54,29,35,35,43,35,35,54]",2026-04-15,Organic,,
real estate agents in puerto vallarta mexico,0,9,110,50,0.36,commercial,https://www.mexicolife.com/,0,0,0.00,0.17,416000,"[12,17,10,17,10,17,10,53,100,35,35,23]",2026-04-17,Organic,,
real estate agents in puerto vallarta mexico,0,88,110,50,0.36,commercial,https://www.mexicolife.com/office/puerto-vallarta,0,0,0.00,0.17,416000,"[12,17,10,17,10,17,10,53,100,35,35,23]",2026-04-17,Organic,,
real estate agents in puerto vallarta mexico,91,56,110,49,0.50,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.09,971000,"[17,10,17,10,17,10,53,100,35,35,23,53]",2026-04-17,Organic,Discussions and forums,People also ask
best golf in puerto vallarta,0,58,70,21,0.76,commercial,https://www.mexicolife.com/golf-puerto-vallarta.php,0,0,0.00,0.15,6670000,"[78,78,64,50,78,50,50,35,21,21,35,35]",2026-04-14,Organic,,
airbnb bucerias mx,3,0,70,25,0.70,"navigational, transactional",https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.68,188000,"[64,64,28,64,50,50,50,50,50,50,35,64]",2026-04-17,People also ask,,
marina vallarta,0,70,1000,27,1.17,informational,https://www.mexicolife.com/puerto-vallarta-marina-v-marina.php,0,0,0.00,0.09,16500000,"[54,66,54,41,30,36,41,41,30,36,41,36]",2026-04-15,Organic,,
marina vallarta,36,0,1000,27,1.23,informational,https://www.mexicolife.com/marina-vallarta-condos-for-sale.php,0,0,0.00,0.15,9450000,"[66,54,41,30,36,41,41,30,36,41,36,54]",2026-04-15,Organic,,
baird's beaked whales mexico,0,66,2400,23,0.00,informational,https://www.mexicolife.com/blog/the-humpback-whales-of-the-bay-of-banderas.html,0,0,0.00,0,7850,"[44,44,44,44,81,53,53,100,44,0,0,0]",2026-04-16,Organic,,
beach property for sale mexico,20,8,40,17,0.40,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.58,53000000,"[14,14,21,7,14,14,35,28,28,100,78,14]",2026-04-18,Organic,,
oceanfront accommodations in puerto vallarta,0,96,40,,0.00,commercial,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0,342000,"[55,44,33,33,11,11,11,44,77,55,100,100]",2026-04-17,Organic,,
oceanfront accommodations in puerto vallarta,61,0,40,,0.00,commercial,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0,396000,"[44,33,33,11,11,11,44,77,55,100,100,55]",2026-04-17,Organic,,
villas en vallarta,3,0,30,23,0.94,transactional,https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.6,104,"[22,33,22,22,33,11,33,33,33,55,55,44]",2026-04-18,People also ask,,
venetian puerto vallarta,0,31,320,13,1.30,commercial,https://www.mexicolife.com/blog/grand-venetian-puerto-vallarta.html,0,0,0.00,0.63,318000,"[67,67,29,67,12,36,29,23,15,12,12,15]",2026-04-19,Organic,,
pavilion luxury condominiums,0,9,50,11,0.00,"informational, transactional",https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.07,3670000,"[29,41,41,41,41,29,23,29,29,11,11,11]",2026-04-17,People also ask,,
mexico beach florida condos,59,96,320,32,0.85,commercial,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0.62,4770000,"[29,29,54,36,66,100,81,44,36,29,19,23]",2026-04-17,Organic,,People also ask
