Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
cabos san lucas houses for sale,30,0,30,8,0.69,commercial,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.54,933000,"[60,40,40,60,20,20,100,80,80,80,80,100]",2026-04-18,Organic,,
los bariles,22,0,50,32,1.35,informational,https://diamanterealtors.com/about-east-cape-real-estate/,0,0,0.00,0.1,10500000,"[0,0,0,0,0,0,2,0,0,0,2,100]",2026-04-18,Organic,,
los bariles,65,0,50,32,1.35,informational,https://diamanterealtors.com/listings-real-estate-los-barriles-any-price/,0,0,0.00,0.1,10500000,"[0,0,0,0,0,0,2,0,0,0,2,100]",2026-04-18,Organic,,
hacienda in cabo san lucas,0,94,390,30,1.26,navigational,https://diamanterealtors.com/hacienda-beach-club-residences-real-estate/,0,0,0.00,0.76,2360000,"[30,20,7,10,24,10,8,24,8,8,30,8]",2026-04-19,Organic,,
linda casas,0,41,70,21,0.00,informational,https://diamanterealtors.com/listings-real-estate-la-ventana-any-price/,0,0,0.00,0.02,106000000,"[50,50,50,78,50,35,35,50,64,64,64,64]",2026-04-16,Organic,,
casa la maraca cabo,22,0,50,2,1.51,informational,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.69,237000,"[0,9,9,9,23,19,19,100,23]",2026-04-18,Organic,,
cabo san lucas houses for sale,32,47,590,15,0.69,commercial,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.54,4040000,"[36,27,20,20,10,7,8,7,24,13,5,16]",2026-04-18,Organic,,People also ask
baja del sur,4,0,70,23,0.00,"informational, transactional",https://diamanterealtors.com/es/costo-de-vivir-en-la-paz-mexico/,0,0,0.00,0.03,434000000,"[42,42,52,42,42,33,23,33,33,33,33,33]",2026-04-19,People also ask,,
new developments in san jose del cabo,31,0,90,9,0.00,commercial,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0.33,20400000,"[17,23,23,23,41,41,41,52,82,64,100,64]",2026-04-15,Organic,,
cambria title,31,0,70,23,0.00,navigational,https://diamanterealtors.com/realtor-cambria-dotterer/,0,0,0.00,0.02,2200000,"[23,23,23,33,33,42,33,33,9,52,52,66]",2026-04-17,Organic,,
los cabos real estate for sale,38,65,110,33,0.83,transactional,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.33,132,"[52,52,52,19,52,23,33,52,52,42,52,80]",2026-04-17,Organic,,
best hotels in la paz baja california,0,5,320,28,1.22,commercial,https://diamanterealtors.com/real-centenario/,0,0,0.00,0.92,7680000,"[88,100,72,26,21,21,17,26,21,14,11,11]",2026-04-15,People also ask,,
new condos san jose,0,57,50,14,2.22,commercial,https://diamanterealtors.com/san-jose-del-cabo-condominiums/,0,0,0.00,0.68,8880000,"[2,3,9,4,7,9,7,11,3,7,2,2]",2026-04-19,Organic,,
san jose del cabo real estate for sale,34,0,90,1,1.07,transactional,https://diamanterealtors.com/san-jose-del-cabo-condominiums/,0,0,0.00,0.17,1640000,"[19,42,34,34,34,19,26,19,53,34,19,100]",2026-04-17,Organic,,
san jose del cabo real estate for sale,99,0,90,1,1.07,transactional,https://diamanterealtors.com/san-jose-del-cabo-homes/,0,0,0.00,0.17,1640000,"[19,42,34,34,34,19,26,19,53,34,19,100]",2026-04-17,Organic,,
condos in cabo san lucas for sale,0,19,170,10,0.98,transactional,https://diamanterealtors.com/los-cabos-pedregal-real-estate/los-cabos-pedregal-condominiums/,0,0,0.00,0.77,3770000,"[44,100,9,12,12,4,9,15,15,12,19,19]",2026-04-19,Organic,,
condos in cabo san lucas for sale,8,6,140,7,0.84,transactional,https://diamanterealtors.com/los-cabos-condominiums/,0,0.09,2.00,0.6,146,"[100,9,12,12,4,9,15,15,12,19,19,15]",2026-04-19,Organic,,People also ask
condos in cabo san lucas for sale,41,0,140,7,0.84,transactional,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0.6,146,"[100,9,12,12,4,9,15,15,12,19,19,15]",2026-04-19,Organic,,
condos in cabo san lucas for sale,85,0,140,7,0.84,transactional,https://diamanterealtors.com/san-jose-del-cabo-condominiums/,0,0,0.00,0.6,146,"[100,9,12,12,4,9,15,15,12,19,19,15]",2026-04-19,Organic,,
colina condo rentals,0,85,50,8,0.00,informational,https://diamanterealtors.com/colina-del-sol-real-estate/,0,0,0.00,0,750000,"[14,71,100,71,71,42,71,100,100,100,100]",2026-04-14,Organic,,
zacatitos baja,20,19,40,7,1.52,informational,https://diamanterealtors.com/zacatitos-real-estate/,0,0,0.00,0.18,50000,"[18,18,18,18,18,18,36,63,100,36,63,45]",2026-04-18,Organic,People also ask,
cabo houses,42,57,260,18,0.93,commercial,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.32,17300000,"[43,81,100,35,43,43,54,35,81,22,22,43]",2026-04-19,Organic,,People also ask
cabo houses,74,0,260,18,0.93,commercial,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0.32,17300000,"[43,81,100,35,43,43,54,35,81,22,22,43]",2026-04-19,Organic,,
cabo realtors,0,97,70,54,0.98,commercial,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0.74,364000,"[18,100,100,100,100,63,36,18,18,100,45,36]",2026-04-14,Organic,,
cabo realtors,17,57,70,50,0.84,commercial,https://diamanterealtors.com/,0,0,0.00,0.26,418000,"[100,100,100,100,63,36,18,18,100,45,36,100]",2026-04-14,Organic,,People also ask
cabo realtors,43,0,70,50,0.84,commercial,https://diamanterealtors.com/los-cabos-marina-real-estate/,0,0,0.00,0.26,418000,"[100,100,100,100,63,36,18,18,100,45,36,100]",2026-04-14,Organic,,
cabo realtors,78,11,70,50,0.84,commercial,https://diamanterealtors.com/cabo-san-lucas-office/,0,0,0.00,0.26,418000,"[100,100,100,100,63,36,18,18,100,45,36,100]",2026-04-14,Organic,,People also ask
cabo house for sale,77,0,70,9,0.66,transactional,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0.71,70600000,"[29,29,41,41,29,23,41,41,41,41,41,41]",2026-04-17,Organic,,
cerritos home sale,0,16,210,27,0.13,transactional,https://diamanterealtors.com/listings-real-estate-cerritos-any-price/,0,0,0.00,0.26,11500000,"[2,3,3,3,3,3,3,3,100,6,10,6]",2026-04-18,Organic,,
houses for sale cabo san lucas,32,0,260,17,0.68,transactional,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.65,139,"[29,36,36,36,29,29,29,19,29,36,23,29]",2026-04-15,Organic,,
houses for sale cabo san lucas,91,96,260,17,0.68,transactional,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0.65,139,"[29,36,36,36,29,29,29,19,29,36,23,29]",2026-04-15,Organic,,
todos santos houses for sale,0,20,260,0,0.43,transactional,https://diamanterealtors.com/las-brisas-todos-santos-real-estate/,0,0,0.00,0.57,2290000,"[43,66,53,100,100,53,53,53,66,66,66,53]",2026-04-14,Organic,,
todos santos houses for sale,0,73,260,0,0.43,transactional,https://diamanterealtors.com/ahorcadita-real-estate/,0,0,0.00,0.57,2290000,"[43,66,53,100,100,53,53,53,66,66,66,53]",2026-04-14,Organic,,
long term rentals in la paz mexico,45,39,140,15,0.67,informational,https://diamanterealtors.com/listings-real-estate-la-paz-any-price/la-paz-condominiums/,0,0,0.00,0.22,1740000,"[65,80,80,53,53,53,53,42,42,42,34,26]",2026-04-17,Organic,,People also ask
luxury homes for sale in cabo,0,65,30,26,1.46,transactional,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0.31,3600000,"[14,14,42,28,42,14,0,42,42,71,100,100]",2026-04-18,Organic,,
luxury homes for sale in cabo,87,0,40,5,1.02,transactional,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.14,2590000,"[9,27,18,27,9,0,27,27,45,63,63,100]",2026-04-18,Organic,,
paraiso del mar la paz,19,14,140,17,1.71,navigational,https://diamanterealtors.com/paraiso-del-mar-real-estate/,0,0,0.00,0.53,9090000,"[12,19,19,19,15,12,15,15,12,12,15,15]",2026-04-17,Organic,"Knowledge panel, People also ask","Local pack, Discussions and forums"
cabo condos,0,69,260,15,1.19,commercial,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0.71,989000,"[35,66,81,44,100,66,28,35,15,23,23,23]",2026-04-16,Organic,,
cabo condos,16,40,260,22,1.09,commercial,https://diamanterealtors.com/los-cabos-condominiums/,0,0,0.00,0.55,1120000,"[66,81,44,100,66,28,35,15,23,23,23,28]",2026-04-16,Organic,,People also ask
hacienda cabo san lucas rentals,0,70,40,8,2.70,"informational, transactional",https://diamanterealtors.com/hacienda-beach-club-residences-real-estate/,0,0,0.00,0.69,72900,"[15,9,9,9,5,6,4,2,2,2,2,2]",2026-04-18,Organic,,
san jose del cabo homes for sale,30,73,210,7,0.77,transactional,https://diamanterealtors.com/san-jose-del-cabo-homes/,0,0,0.00,0.36,3380000,"[43,35,35,100,28,28,43,43,53,53,53,82]",2026-04-19,Organic,,
san jose del cabo homes for sale,92,97,210,7,0.77,transactional,https://diamanterealtors.com/san-jose-del-cabo-condominiums/,0,0,0.00,0.36,3380000,"[43,35,35,100,28,28,43,43,53,53,53,82]",2026-04-19,Organic,,
portofino pedregal cabo,13,12,110,11,0.00,informational,https://diamanterealtors.com/portofino-real-estate/,0,0,0.00,0.57,11300,"[1,1,1,2,2,1,100,2,0,1,0,1]",2026-04-14,Organic,,People also ask
portofino pedregal cabo,57,0,110,11,0.00,informational,https://diamanterealtors.com/los-cabos-pedregal-real-estate/los-cabos-pedregal-condominiums/,0,0,0.00,0.57,11300,"[1,1,1,2,2,1,100,2,0,1,0,1]",2026-04-14,Organic,,
mexico realtor,13,0,110,49,0.31,navigational,https://diamanterealtors.com/,0,0,0.00,0.2,142,"[14,14,26,9,7,7,14,5,11,9,7,9]",2026-04-16,Organic,,
luxury hotels in la paz mexico,0,8,30,8,1.50,commercial,https://diamanterealtors.com/real-centenario/,0,0,0.00,0.96,4160000,"[55,77,77,77,100,0,0,0,0,0,0,0]",2026-04-15,People also ask,,
map of downtown cabo san lucas mexico,0,48,70,17,0.00,informational,https://diamanterealtors.com/about-cabo-san-lucas-real-estate/,0,0,0.00,0.02,201000,"[42,42,33,33,33,23,23,23,23,23,33,33]",2026-04-15,Organic,,
premier villas for sale in cabo,37,38,50,40,0.00,transactional,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0,149000,"[7,14,14,50,64,100,50]",2026-04-18,Organic,Local pack,
copala cabo san lucas,53,47,90,30,1.20,"informational, transactional",https://diamanterealtors.com/quivira-real-estate/quivira-condominiums/,0,0,0.00,0.53,106000,"[64,64,100,11,64,64,64,11,29,41,41,52]",2026-04-20,Organic,,"Image pack, People also ask"
hotel city express la paz,0,2,70,30,0.68,informational,https://diamanterealtors.com/real-centenario/,0,0,0.00,0.71,17500000,"[78,50,35,50,35,50,50,64,35,35,35,50]",2026-04-19,People also ask,,
where is cabos san lucas located,0,34,50,19,0.68,informational,https://diamanterealtors.com/about-cabo-san-lucas-real-estate/,0,0,0.00,0.02,7500000,"[0,2,0,0,0,0,100,0,2,2,2,4]",2026-04-14,Organic,,
condos in cabo mexico,10,0,40,16,1.09,commercial,https://diamanterealtors.com/los-cabos-condominiums/,0,0,0.00,0.55,121,"[60,40,60,60,60,60,100,80,80,100,100,80]",2026-04-18,Organic,,
condos in cabo mexico,23,22,40,16,1.09,commercial,https://diamanterealtors.com/san-jose-del-cabo-condominiums/,0,0,0.00,0.55,121,"[60,40,60,60,60,60,100,80,80,100,100,80]",2026-04-18,Organic,,
cabo san lucas beachfront condos for sale,0,70,30,12,0.98,transactional,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0.62,40800,"[60,40,20,60,40,20,20,100,80,80,100,100]",2026-04-18,Organic,,
cabo san lucas beachfront condos for sale,11,7,30,6,0.92,transactional,https://diamanterealtors.com/los-cabos-condominiums/,0,0,0.00,0.27,85700,"[40,20,60,40,20,20,100,80,80,100,100,100]",2026-04-18,Organic,,
cabo san lucas beachfront condos for sale,74,0,30,6,0.92,transactional,https://diamanterealtors.com/los-cabos-beaches-real-estate/,0,0,0.00,0.27,85700,"[40,20,60,40,20,20,100,80,80,100,100,100]",2026-04-18,Organic,,
fideicomiso,24,18,3600,19,2.15,informational,https://diamanterealtors.com/the-mexican-fideicomiso/,0,0.15,10.00,0.02,10200000,"[66,66,81,53,44,66,66,81,66,81,53,53]",2026-04-18,Organic,,
palmilla hills,17,12,50,0,0.00,"commercial, informational",https://diamanterealtors.com/palmilla-real-estate/palmilla-land/,0,0,0.00,0,305000,"[21,21,14,21,14,0,35,35,64,64,100,64]",2026-04-17,Organic,,"Video Carousel, People also ask"
bcsmls,0,17,390,14,0.00,navigational,https://diamanterealtors.com/bcs-mls-real-estate-market-report-fourth-quarter-2024/,0,0,0.00,0,53000,"[66,81,100,100,81,81,81,81,81,81,100,66]",2026-04-18,Organic,,
bcsmls,73,0,390,7,0.00,commercial,https://diamanterealtors.com/bcs-mls-real-estate-market-report-second-quarter-2025/,0,0,0.00,0,55600,"[81,100,100,81,81,81,81,81,81,100,66,54]",2026-04-19,Organic,,
bcsmls,92,0,390,7,0.00,commercial,https://diamanterealtors.com/bcs-mls-real-estate-market-report-third-quarter-2024/,0,0,0.00,0,55600,"[81,100,100,81,81,81,81,81,81,100,66,54]",2026-04-19,Organic,,
currency exchange for mexico real estate,0,72,70,0,0.00,commercial,https://diamanterealtors.com/financing-real-estate-in-mexico/,0,0,0.00,0,93200000,"[35,50,21,0,100,100,50,50,50]",2026-04-16,Organic,,
for sale cabo,17,0,30,12,0.78,transactional,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0.6,438000000,"[60,20,40,20,20,20,100,100,80,100,100,80]",2026-04-18,Organic,,
for sale cabo,41,0,30,12,0.78,transactional,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0.6,438000000,"[60,20,40,20,20,20,100,100,80,100,100,80]",2026-04-18,Organic,,
for sale cabo,95,0,30,12,0.78,transactional,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.6,438000000,"[60,20,40,20,20,20,100,100,80,100,100,80]",2026-04-18,Organic,,
prime cabo real estate for sale,52,0,50,13,0.00,transactional,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0,4660000,"[22,11,33,77,77,100,55]",2026-04-18,Organic,,
prime cabo real estate for sale,75,0,50,13,0.00,transactional,https://diamanterealtors.com/palmilla-real-estate/palmilla-homes/,0,0,0.00,0,4660000,"[22,11,33,77,77,100,55]",2026-04-18,Organic,,
baja real estate mexico,0,58,110,51,0.42,commercial,https://diamanterealtors.com/listings-real-estate-cerritos-any-price/,0,0,0.00,0.13,9850000,"[53,34,42,26,34,53,53,53,26,42,53,80]",2026-04-17,Organic,,
baja real estate mexico,10,8,110,45,0.22,commercial,https://diamanterealtors.com/,0,0.06,0.00,0.16,16100000,"[34,42,26,34,53,53,53,26,42,53,80,53]",2026-04-17,Organic,,People also ask
baja real estate mexico,87,0,110,45,0.22,commercial,https://diamanterealtors.com/listings-real-estate-la-paz-any-price/,0,0,0.00,0.16,16100000,"[34,42,26,34,53,53,53,26,42,53,80,53]",2026-04-17,Organic,,
casas en venta la paz bcs,30,0,140,15,0.12,commercial,https://diamanterealtors.com/listings-real-estate-la-paz-any-price/la-paz-homes/,0,0,0.00,0.08,119,"[26,100,100,34,53,65,100,42,34,11,53,3]",2026-04-17,Organic,,
prime villas for sale in cabo,33,48,50,7,0.00,transactional,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0,165,"[11,11,22,77,100,100,77]",2026-04-18,Organic,,
prime villas for sale in cabo,59,31,50,7,0.00,transactional,https://diamanterealtors.com/listings-real-estate-cabo-san-lucas-any-price/,0,0,0.00,0,165,"[11,11,22,77,100,100,77]",2026-04-18,Organic,,
prime villas for sale in cabo,96,0,50,7,0.00,transactional,https://diamanterealtors.com/palmilla-real-estate/palmilla-homes/,0,0,0.00,0,165,"[11,11,22,77,100,100,77]",2026-04-18,Organic,,
punta ballena cabo san lucas,28,31,90,3,2.18,informational,https://diamanterealtors.com/punta-ballena-real-estate/,0,0,0.00,0.53,341000,"[50,100,78,64,100,100,50,50,50,64,50,50]",2026-04-17,Organic,,
rentals in la paz mexico,25,0,70,16,0.69,"informational, transactional",https://diamanterealtors.com/listings-real-estate-la-paz-any-price/la-paz-condominiums/,0,0,0.00,0.62,134,"[64,64,100,50,28,50,78,14,50,14,14,14]",2026-04-14,Organic,,
one la paz bcs,0,6,110,19,1.21,"informational, transactional",https://diamanterealtors.com/real-centenario/,0,0,0.00,0.51,2950000,"[66,42,80,19,42,66,33,33,33,52,66,80]",2026-04-17,People also ask,,
puerta cortes residences,33,31,40,19,1.47,"navigational, transactional",https://diamanterealtors.com/puerta-cortes-real-estate/,0,0,0.00,0.81,112000,"[18,18,100,100,18,18,18,18,18,18,18,18]",2026-04-19,Organic,,
palmilla park luxury real estate,28,26,50,2,0.00,commercial,https://diamanterealtors.com/palmilla-real-estate/,0,0,0.00,0,222000,"[18,36,36,18,18,18,36,36,81,81,100,63]",2026-04-17,Organic,,
palmilla park luxury real estate,57,0,50,2,0.00,commercial,https://diamanterealtors.com/palmilla-real-estate/palmilla-homes/,0,0,0.00,0,222000,"[18,36,36,18,18,18,36,36,81,81,100,63]",2026-04-17,Organic,,
house for sale cabo san lucas,33,0,140,14,0.68,transactional,https://diamanterealtors.com/los-cabos-homes/,0,0,0.00,0.65,7580000,"[36,23,23,12,15,12,29,9,36,12,15,19]",2026-04-15,Organic,,
house for sale cabo san lucas,93,0,140,14,0.68,transactional,https://diamanterealtors.com/listings-real-estate-san-jose-del-cabo-any-price/,0,0,0.00,0.65,7580000,"[36,23,23,12,15,12,29,9,36,12,15,19]",2026-04-15,Organic,,
city express la paz bcs,0,10,70,30,0.68,informational,https://diamanterealtors.com/real-centenario/,0,0,0.00,0.71,120000,"[64,35,50,21,50,50,50,64,35,35,35,35]",2026-04-17,People also ask,,
living in la paz mexico,15,9,90,11,0.86,informational,https://diamanterealtors.com/cost-of-living-in-la-paz-mexico/,0,0,0.00,0.08,27900000,"[41,64,100,100,41,41,52,41,29,23,29,29]",2026-04-15,Organic,Image pack,"People also ask, Discussions and forums"
la paz food,0,1,70,12,0.00,commercial,https://diamanterealtors.com/cost-of-living-in-la-paz-mexico/,0,0,0.00,0,92600000,"[7,19,7,42,42,26,15,19,26,53,42,53]",2026-04-14,People also ask,,
